CODICESCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat
MI1E00100G;201617;NORD OVEST;20161;F205;;;"SCUOLA ELEM. PAR.""COR JESU""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;cjmipresidenza@virgilio.it;Non Disponibile;VIA TEANO21;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1603207;45,528493
MI1A05800D;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA F.LLI GRIMM11;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE77@comune.milano.it;Non Disponibile;VIA FRATELLI GRIMM11;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2060405;45,5183292
MISL025006;201617;NORD OVEST;20134;F205;;;LICEO ARTISTICO FONDAZIONE SACRO CUORE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;FONDAZIONESACROCUORE@EDUPEC.IT;VIA ROMBON78;MILANO;LOMBARDIA;SI;www.sacrocuore.org;False;9,252801700000001;45,4868512
MI1A04500B;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE V.LE CORSICA94;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE23@comune.milano.it;Non Disponibile;VIALE CORSICA94;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2366812;45,461793
MI1A166009;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA VERGA19;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE49@comune.milano.it;Non Disponibile;VIA VERGA19;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,189982;45,4642035
MI1A563009;201617;NORD OVEST;20147;F205;;;"SCUOLA DELL'INFANZIA ""MERKOS L'INYONEI CHINUCH""";;MILANO;SCUOLA INFANZIA NON STATALE;;;SEGRETERIA@MERKOS.IT;Non Disponibile;VIA FORZE ARMATE61;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1306371;45,4628305
MI1E07800L;201617;NORD OVEST;20147;F205;;;"SCUOLA ELEM.PARIF.""MATER DIVINAE GRATIAE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;SCUOLAMDG@KATAMAIL.COM;Non Disponibile;VIA GULLI 14;MILANO;LOMBARDIA;SI;www.scuolamdg.it;False;9,1346277;45,4653193
MI1A10600N;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA OSIMO4;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE29@comune.milano.it;Non Disponibile;VIA OSIMO4;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2261376;45,4352879
MI1A21900L;201617;NORD OVEST;20124;F205;;;"SCUOLA DELL'INFANZIA ""MARIA CONSOLATRICE""";;MILANO;SCUOLA INFANZIA NON STATALE;;;primaria@consolatricemilano.it;Non Disponibile;VIA MELCHIORRE GIOIA51;MILANO;LOMBARDIA;SI;www.consolatricemilano.it;False;9,198365;45,4876866
MITF005006;201617;NORD OVEST;20131;F205;;;ISTITUTO TECNICO TECNOLOGICO INFORMATICO S. FREUD;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@istitutofreud.it;PEC@PEC.ISTITUTOFREUD.IT;VIA ACCADEMIA 26;MILANO;LOMBARDIA;SI;www.istitutofreud.it;False;9,2281058;45,4865275
MIPL0Z500D;201617;NORD OVEST;20122;F205;;;LICEO LINGUISTICO POMERIDIANO MARCELLINE QUADRONNO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;liceolinguistico@marcellinequadronno.it;Non Disponibile;VIA QUADRONNO 15;MILANO;LOMBARDIA;SI;www.marcellinequadronno.it;False;9,192608;45,4543326
MI1A196005;201617;NORD OVEST;20141;F205;;;"SCUOLA DELL'INFANZIA ""MADRE ANNUNCIATA COCCHETTI""";;MILANO;SCUOLA INFANZIA NON STATALE;;;infanzia@cocchetti.it;Non Disponibile;V.LE GIOVANNI DA CERMENATE 4;MILANO;LOMBARDIA;SI;www.cocchetti.it;False;9,1768331;45,4372672
MI1M048002;201617;NORD OVEST;20122;F205;;;SCUOLA SECONDARIA DI 1° GR. VITTORIA COLONNA;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SEGRETERIA@ISTITUTOCOLONNA.COM;DIREZIONE@PEC.ISTITUTOCOLONNA.COM;V.CONSERVATORIO 4;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2032455;45,4643477
MI1M07500A;201617;NORD OVEST;20139;F205;;;SCUOLA SECONDARIA DI 1° GR. S. VINCENZO REGINA MUNDI;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;info@scuolareginamundi.it;Non Disponibile;V. BONCOMPAGNI 18;MILANO;LOMBARDIA;SI;wwwscuolareginamundi.it;False;9,2269759;45,44016269999999
MI1A00700L;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA ARCADIA20;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE37@comune.milano.it;Non Disponibile;VIA ARCADIA20;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,172183;45,4164172
MI1A23400P;201617;NORD OVEST;20132;F205;;;"SCUOLA DELL'INFANZIA ""MARIA MATER MEA ORSOLINE""";;MILANO;SCUOLA INFANZIA NON STATALE;;;MARIAMATERMEA@LIBERO.IT;Non Disponibile;VIA PUSIANO57;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,246280700000002;45,5004778
MIPM58500Q;201617;NORD OVEST;20133;F205;;;LICEO DELLE SCIENZE UMANE FAES MONFORTE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;monforte@faesmilano.it;Non Disponibile;VIA AMADEO 11;MILANO;LOMBARDIA;SI;www.faesmilano.it;False;9,2316869;45,4713607
MI1ANG5008;201617;NORD OVEST;20123;F205;;;SCUOLA DELL'INFANZIA D'ANNUNZIO;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE1@comune.milano.it;Non Disponibile;VIA D'ANNUNZIO 7;MILANO;LOMBARDIA;SI;www.comune.milano.it;False;9,1754914;45,4547096
MI1A13400T;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA SAN ELEMBARDO4;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE12@comune.milano.it;Non Disponibile;VIA SAN ELEMBARDO4;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,204847299999999;45,4547847
MI1A22000R;201617;NORD OVEST;20121;F205;;;"SCUOLA DELL'INFANZIA ""CASA DEI BAMBINI MONTESSORI""";;MILANO;SCUOLA INFANZIA NON STATALE;;;MONTESSORI.SCUOLA@FASTWEBNET.IT;Non Disponibile;VIA MILAZZO7/9;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1875448;45,4797199
MIPSO8500I;201617;NORD OVEST;20123;F205;;;LICEO SCIENTIFICO AD INDIRIZZO SPORTIVO LEOPARDI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@istitutoleopardi.it;Non Disponibile;VIA CARROCCIO 9;MILANO;LOMBARDIA;SI;www.istitutoleopardi.it;False;9,1729748;45,4599375
MI1A577007;201617;NORD OVEST;20123;F205;;;ASILO STEINERIANO GIRO GIRO TONDO;;MILANO;SCUOLA INFANZIA NON STATALE;;;INFO@GIROGIROTONDO.EU;Non Disponibile;VIA GALEAZZO ALESSI 7;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1762639;45,45574420000001
MI1E074009;201617;NORD OVEST;20162;F205;;;"SCUOLA ELEM.PARIF.""MARIA IMMACOLATA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIALE SUZZANI 64;MILANO;LOMBARDIA;SI;www.scuolamariaimmacolata.org;False;9,1990257;45,5083655
MIPS6D500I;201617;NORD OVEST;20122;F205;;;VITTORIA COLONNA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA CONSERVATORIO 4;MILANO;LOMBARDIA;SI;www.istitutocolonna.com;False;9,2032455;45,4643477
MI1A018003;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA BERGOGNONE6;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE44@comune.milano.it;Non Disponibile;VIA BERGOGNONE6;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,162156600000001;45,45587159999999
MI1M076006;201617;NORD OVEST;20122;F205;;;SCUOLA SECONDARIA DI 1° GR. SCUOLA EUROPA;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;ORGANIZZAZIONE@SCUOLAEUROPA.IT;Non Disponibile;V.LE MAJNO 39;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2051121;45,47234
MI1A16400N;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA VARESINA6;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE62@comune.milano.it;Non Disponibile;VIA VARESINA6;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1486475;45,49441270000001
MI1E07700R;201617;NORD OVEST;20133;F205;;;"SCUOLA ELEM.PARIFICATA""RUDOLF STEINER""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;didattica@scuolasteinermilano.it;Non Disponibile;VIA CLERICETTI 45;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2352024;45,4795872
MI1APA500E;201617;NORD OVEST;20141;F205;;;LUDUM DESIGN SCHOOL;;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;ludum@legalmail.it;VIA DEI FONTANILI 3;MILANO;LOMBARDIA;SI;ludumdesignschool.it/;False;9,1891333;45,442483
MIPSPS500G;201617;NORD OVEST;20123;F205;;;LICEO SCIENTIFICO ORSOLINE DI SAN CARLO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;segreteria@artisticorsoline.it;Non Disponibile;VIA LANZONE 53;MILANO;LOMBARDIA;SI;www.artisticorsoline.it;False;9,1746068;45,4615371
MI1E06300V;201617;NORD OVEST;20155;F205;;;"SCUOLA ELEM.PAR.""GIOVANNI XXIII""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA DE PREDIS 8;MILANO;LOMBARDIA;SI;http//www.gio23.it;False;9,151584399999999;45,4972662
MI1E14100V;201617;NORD OVEST;20162;F205;;;THE BILINGUAL EUROPEAN SCHOOL;;MILANO;SCUOLA PRIMARIA NON STATALE;;;schooloffice@beschool.eu;Non Disponibile;VIA VAL CISMON 9;MILANO;LOMBARDIA;SI;www.beschool.eu;False;9,1941276;45,506209
MI1A17700Q;201617;NORD OVEST;20123;F205;;;"SCUOLA DELL'INFANZIA ""S.ANNA - IST. GIACOMO LEOPARDI";;MILANO;SCUOLA INFANZIA NON STATALE;;;INFO@ISTITUTOSANTORSOLA.IT;Non Disponibile;VIA ARENA13;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1793348;45,455853
MI1A16500D;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA VENINI80;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE9@comune.milano.it;Non Disponibile;VIA VENINI80;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2173415;45,49476809999999
MI1A07800P;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA LEGIONI ROMANE54;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE47@comune.milano.it;Non Disponibile;VIA LEGIONI ROMANE54;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,127576099999999;45,4596453
MI1A245005;201617;NORD OVEST;20146;F205;;;"SCUOLA DELL'INFANZIA ""SALLY MAYER"" COMUNITA' EBRAICA";;MILANO;SCUOLA INFANZIA NON STATALE;;;irit.mazar@com-ebraicamilano.it;Non Disponibile;VIA SALLY MAYER4/6;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1377015;45,4563598
MI1A10500T;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA ONTANI1;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE58@comune.milano.it;Non Disponibile;VIA ONTANI1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,0790086;45,454377
MI1A032009;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA C.DA CASTELLO5;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE63@comune.milano.it;Non Disponibile;VIA CASTELLINO DA CASTELLO5;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1589201;45,495643
MI1A145008;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA SILLA150;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE53@comune.milano.it;Non Disponibile;VIA SILLA150;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,0772353;45,4940114
MI1A55800T;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA ARIBERTO;;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA ARIBERTO12;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1739505;45,4584483
MI1A21800R;201617;NORD OVEST;20122;F205;;;"SCUOLA DELL'INFANZIA ""SCUOLA EUROPA""";;MILANO;SCUOLA INFANZIA NON STATALE;;;ORGANIZZAZIONE@SCUOLAEUROPA.IT;Non Disponibile;VIA MAJNO 39;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2051121;45,47234
MI1E06400P;201617;NORD OVEST;20156;F205;;;"SCUOLA ELEM.PAR.""SUORE FRANCESCANE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;scuolacatt.garegnano@libero.it;Non Disponibile;VIA GAREGNANO10;MILANO;LOMBARDIA;SI;www.primariainfanziagareganano.it;False;9,128829999999999;45,50123
MIPS055005;201617;NORD OVEST;20122;F205;;;LICEO SCIENTIFICO DE AMICIS;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;INFO@ISTITUTIDEAMICIS.IT;Non Disponibile;VIA LAMARMORA 34;MILANO;LOMBARDIA;SI;www.istitutideamicis.it;False;9,201708;45,456891
MI1A24900C;201617;NORD OVEST;20139;F205;;;"SCUOLA DELL'INFANZIA ""BENIAMINO E BICE DONZELLI""";;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA TAGLIAMENTO12;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,21351;45,44362
MI1A132006;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA SAN BERNARDO;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE35@comune.milano.it;Non Disponibile;VIA SAN BERNARDO;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2403584;45,4130784
MI1E12000T;201617;NORD OVEST;20134;F205;;;LIBERA SCUOLA 'R. STEINER';;MILANO;SCUOLA PRIMARIA NON STATALE;;;segreteria@liberascuola-rudolfsteiner.it;Non Disponibile;VIA T. PINI 1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,240819799999999;45,4845326
MI1A08200A;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA MAGREGLIO3;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE61@comune.milano.it;Non Disponibile;VIA MAGREGLIO3;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,13143;45,49662
MI1A017007;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA BENELLI SEM12;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE69@comune.milano.it;Non Disponibile;VIA BENELLI SEM12;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1226527;45,49713870000001
MI1A00600R;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA A.DA BAGGIO54;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE57@comune.milano.it;Non Disponibile;VIA ANSELMO DA BAGGIO54;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,0886395;45,4643339
MI1A23300V;201617;NORD OVEST;20129;F205;;;"SCUOLA DELL'INFANZIA ""S.MARIA DEL SUFFRAGIO""";;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA BONVESIN DE LA RIVA 2;MILANO;LOMBARDIA;SI;www.suffragio.it;False;9,2121563;45,4631012
MI1E009006;201617;NORD OVEST;20123;F205;;;"SCUOLA ELEM.PAR.""COLLEGIO SAN CARLO""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;CSC@COLLEGIOSANCARLO.IT;Non Disponibile;CORSO MAGENTA71;MILANO;LOMBARDIA;SI;www.collegiosancarlo.it;False;9,16976;45,465581
MI1A07200Q;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA GUARNERI19;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE35@comune.milano.it;Non Disponibile;VIA GUARNERI19;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2046271;45,4263734
MI1M098003;201617;NORD OVEST;20158;F205;;;SCUOLA SECONDARIA DI 1° GR. ANDREA MANDELLI;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;FONDAZIONEMANDELLIRODARI@EDUPEC.IT;VIA BONOMI1;MILANO;LOMBARDIA;SI;www.mandellirodari.org;False;9,1753965;45,5019101
MI1A10000P;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA MUZIO9;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE8@comune.milano.it;Non Disponibile;VIA MUZIO9;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1994182;45,4912656
MITD5V500H;201617;NORD OVEST;20127;F205;;;MANZONI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA GRAZIA DELEDDA 11;MILANO;LOMBARDIA;SI;www.manzonipacle.it;False;9,2157091;45,4877014
MI1E062003;201617;NORD OVEST;20122;F205;;;"SCUOLA ELEM. PAR. ""SCUOLA EUROPA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;ORGANIZZAZIONE@SCUOLAEUROPA.IT;Non Disponibile;VIALE MAJNO39;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2051121;45,47234
MITNUQ500H;201617;NORD OVEST;20131;F205;;;"ISTITUTO TECNICO SETT. ECONOMICO IND. TURISMO ""S. FREUD""";;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@istitutofreud.it;SCUOLAPARITARIA-S.FREUD@PEC.NET;VIA ACCADEMIA 26;MILANO;LOMBARDIA;SI;www.istitutofreud.it;False;9,2281058;45,4865275
MI1A17600X;201617;NORD OVEST;20153;F205;;;"SCUOLA DELL'INFANZIA ""IMMACOLATA MARIUCCIA PROVERBIO""";;MILANO;SCUOLA INFANZIA NON STATALE;;;ASILOPROVERBIO@KATAMAIL.COM;Non Disponibile;VIA P. ARCANGELI 4;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1119597;45,47524689999999
MI1A020003;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA BEZZECCA16;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE25@comune.milano.it;Non Disponibile;VIA BEZZECCA16;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,212481799999999;45,46076960000001
MI1A168001;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA WATT39;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE41@comune.milano.it;Non Disponibile;VIA WATT39;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1499983;45,4432355
MI1A03100D;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA C.DA CASTELLO10;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE63@comune.milano.it;Non Disponibile;VIA CASTELLINO DA CASTELLO10;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,158636099999999;45,496284
MI1M10000T;201617;NORD OVEST;20146;F205;;;SCUOLA SECONDARIA DI 1° GRADO LE JOSEF TEHILLOT;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;segreteria@josef-tehillot.com;Non Disponibile;VIA WASHINGTON 21;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1552743;45,4637698
MI1A14400C;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA SEPRIO11;;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA SEPRIO11/BIS;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,153093799999999;45,4656941
MI1A11500C;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA PINI2;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE22@comune.milano.it;Non Disponibile;VIA PINI2;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2409807;45,4846985
MI1M050002;201617;NORD OVEST;20122;F205;;;SCUOLA SECONDARIA DI 1° GR. MADRE CABRINI;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;C.O PORTA ROMANA 105;MILANO;LOMBARDIA;SI;www.cabrini105.it;False;9,1990947;45,4541624
MI1A24200N;201617;NORD OVEST;20141;F205;;;LA ZOLLA;;MILANO;SCUOLA INFANZIA NON STATALE;;;CARCANO@LAZOLLA.IT;Non Disponibile;VIA GIULIO CARCANO53;MILANO;LOMBARDIA;SI;www.lazolla.it;False;9,1850682;45,4394257
MI1A09300R;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA MILESI2;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE54@comune.milano.it;Non Disponibile;VIA MILESI2;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2375635;45,4720097
MI1A13600D;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA SAN MAMETE13;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE13@comune.milano.it;Non Disponibile;VIA SAN MAMETE13;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,248372;45,5110912
MI1A24800L;201617;NORD OVEST;20162;F205;;;"SCUOLA DELL'INFANZIA ""MARIA IMMACOLATA""";;MILANO;SCUOLA INFANZIA NON STATALE;;;direzione@scuolamariaimmacolata.org;Non Disponibile;V.LE SUZZANI64;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1990257;45,5083655
MIPS04500E;201617;NORD OVEST;20146;F205;;;LICEO SCIENTIFICO COMUNITA' EBRAICA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;MARUSCA.RIZZI@COM-EBRAICAMILANO.IT;Non Disponibile;V.SALLY MAYER 4/6;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1382776;45,4557669
MI1A23600A;201617;NORD OVEST;20132;F205;;;"SCUOLA DELL'INFANZIA ""PREZIOSISSIMO SANGUE""";;MILANO;SCUOLA INFANZIA NON STATALE;;;SEGRETERIASCUOLA.MI@PREZIOSINE.IT;Non Disponibile;VIA RICCARDI5;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2390907;45,5015277
MI1A08100E;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA LORENTEGGIO6;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE46@comune.milano.it;Non Disponibile;VIA LORENTEGGIO6;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1513751;45,4549223
MI1A041004;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA CIRIE'10;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE75@comune.milano.it;Non Disponibile;VIA CIRIE'10;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,195034399999999;45,51138539999999
MI1E00800A;201617;NORD OVEST;20147;F205;;;"SCUOLA ELEM. PAR. ""DEVOTA MACULAN""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;FONDAZIONEGROSSMAN@EDUPEC.IT;VIA INGANNI 12;MILANO;LOMBARDIA;SI;www.fondazionegrossman.org;False;9,127455699999999;45,4483743
MIPS735002;201617;NORD OVEST;20123;F205;;;LICEO SCIENTIFICO LEOPARDI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;INFO@ISTITUTOLEOPARDI.IT;Non Disponibile;V.CARROCCIO 9;MILANO;LOMBARDIA;SI;www.istitutoleopardi.it;False;9,1729748;45,4599375
MI1A07100X;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA GRIGNA24;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE62@comune.milano.it;Non Disponibile;VIA GRIGNA24;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1549363;45,4947532
MI1M09300X;201617;NORD OVEST;20161;F205;;;SCUOLA SECONDARIA DI 1° GR. COR JESU;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V.TEANO 21;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,161075199999999;45,5280203
MI1M097007;201617;NORD OVEST;20134;F205;;;SCUOLA SECONDARIA DI 1° GR. LIBERA SCUOLA RUDOLF STEINER;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;segreteria@liberascuola-rudolfsteiner.it;Non Disponibile;V. T. PINI 1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,240819799999999;45,4845326
MI1A09900Q;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA VILLANI;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE76@comune.milano.it;Non Disponibile;VIA VILLANI DINO 7;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,189829699999999;45,4983156
MI1E004003;201617;NORD OVEST;20158;F205;;;"SCUOLA ELEM. PAR. ""ISTITUTO SANTA GEMMA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;INFO@SCUOLASANTAGEMMA.IT;Non Disponibile;VIA BALDINUCCI88;MILANO;LOMBARDIA;SI;www.scuolasantagemma.it;False;9,1672259;45,5030027
MI1AT7500U;201617;NORD OVEST;20138;F205;;;SCUOLA DELL'INFANZIA SAVINIO;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE30@comune.milano.it;Non Disponibile;VIA SAVINIO 9;MILANO;LOMBARDIA;SI;www.comune.milano.it;False;9,243206899999999;45,4386976
