CODICESCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat
TORI06601T;201617;NORD OVEST;10131;L219;TOIS066006;A. GOBETTI MARCHESINI - CASALE - ARDUINO;A. GOBETTI MARCHESINI;NORMALE;TORINO;IST PROF INDUSTRIA E ARTIGIANATO;NO;Non Disponibile;TOIS066006@istruzione.it;Non Disponibile;VIA FIGLIE MILITARI 27;TORINO;PIEMONTE;SI;www.gmca.gov.it;True;7,710037199999999;45,0639764
TOAA02702A;201617;NORD OVEST;10155;L219;TOEE02700D;"D.D. TORINO - ""FRANK""";"FRANK -""PERRAULT""";NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE02700D@istruzione.it;Non Disponibile;VIA BOCCHERINI 43;TORINO;PIEMONTE;SI;wwwannafrank.it;True;7,6921929;45,1017587
TOEE061034;201617;NORD OVEST;10136;L219;TOEE061001;"D.D. TORINO - ""SINIGAGLIA""";SINIGAGLIA-MONTALE;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE061001@istruzione.it;Non Disponibile;VIA A. NEGRI 21;TORINO;PIEMONTE;SI;http//share.dschola.it/sinigaglia;True;7,6410007;45,0519768
TOAA87602E;201617;NORD OVEST;10153;L219;TOIC87600L;I.C. TORINO - VIA RICASOLI;I.C. VIA RICASOLI VANCHIGLIETTA;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOIC87600L@istruzione.it;Non Disponibile;VIA MANIN 22;TORINO;PIEMONTE;SI;http//www.ic-viaricasoli-torino.org;True;7,706031500000001;45,0726997
TOPS120003;201617;NORD OVEST;10146;L219;TOPS120003;C. CATTANEO;C. CATTANEO;NORMALE;TORINO;LICEO SCIENTIFICO;SI;Non Disponibile;TOPS120003@istruzione.it;tops120003@pec.istruzione.it;VIA SOSTEGNO41/10;TORINO;PIEMONTE;SI;www.liceocarlocattaneotorino.it;True;7,617693800000001;45,0784219
TOMM25900N;201617;NORD OVEST;10133;L219;TOMM25900N;TORINO - NIEVO - MATTEOTTI;TORINO - NIEVO - MATTEOTTI;NORMALE;TORINO;SCUOLA PRIMO GRADO;SI;Non Disponibile;TOMM25900N@istruzione.it;tomm25900n@pec.istruzione.it;VIA MENTANA 14;TORINO;PIEMONTE;SI;http//www.nievomatteotti.gov.it;True;7,6934845;45,05531930000001
TOEE87702G;201617;NORD OVEST;10152;L219;TOIC87700C;I.C. TORINO - REGIO PARCO;I.C. REGIO PARCO-V.FIOCHETTO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC87700C@istruzione.it;Non Disponibile;VIA FIOCHETTO 29;TORINO;PIEMONTE;SI;www.icregioparco.gov.it;True;7,688963699999999;45,075957
TOEE061012;201617;NORD OVEST;10137;L219;TOEE061001;"D.D. TORINO - ""SINIGAGLIA""";SINIGAGLIA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE061001@istruzione.it;Non Disponibile;CORSO SEBASTOPOLI 258;TORINO;PIEMONTE;SI;http//share.dschola.it/sinigaglia;True;7,637331799999999;45,0481181
TOAA86601V;201617;NORD OVEST;10127;L219;TOIC866002;"I.C. TORINO - ""CAIROLI""";IC CAIROLI V. ARTOM;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOIC866002@istruzione.it;Non Disponibile;VIA ARTOM 109/3;TORINO;PIEMONTE;SI;www.scuolacairoli.it;True;7,650518699999999;45,0092005
TOMM257002;201617;NORD OVEST;10154;L219;TOMM257002;TORINO- NORBERTO BOBBIO;TORINO- NORBERTO BOBBIO;NORMALE;TORINO;SCUOLA PRIMO GRADO;SI;Non Disponibile;TOMM257002@istruzione.it;tomm257002@pec.istruzione.it;VIA SANTHIA' 76;TORINO;PIEMONTE;SI;http//share.dschola.it/viasanthia/;True;7,69918;45,09453
TOEE045025;201617;NORD OVEST;10154;L219;TOEE045003;"D.D. TORINO - ""NOVARO""";NOVARO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE045003@istruzione.it;Non Disponibile;VIA CORELLI 4;TORINO;PIEMONTE;SI;www.ddnovaro.gov.it;True;7,708641600000001;45,093787
TOEE8A0014;201617;NORD OVEST;10143;L219;TOIC8A0002;I.C. TORINO - NIGRA;I.C. - NIGRA TORINO - GAMBARO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8A0002@istruzione.it;Non Disponibile;VIA TALUCCHI 19;TORINO;PIEMONTE;SI;www.nigra-to.it;True;7,660380999999999;45,0777551
TOAA04502X;201617;NORD OVEST;10154;L219;TOEE045003;"D.D. TORINO - ""NOVARO""";SCUOLA MATERNA;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE045003@istruzione.it;Non Disponibile;PIAZZA ABBA 9;TORINO;PIEMONTE;SI;WWW.NOVARO.GOV.IT;True;7,714330199999999;45,0906844
TOMM26100N;201617;NORD OVEST;10135;L219;TOMM26100N;TORINO - PIERO CALAMANDREI;TORINO - PIERO CALAMANDREI;NORMALE;TORINO;SCUOLA PRIMO GRADO;SI;Non Disponibile;TOMM26100N@istruzione.it;tomm26100n@pec.istruzione.it;CORSO B. CROCE 17;TORINO;PIEMONTE;SI;www.scuolacalamandrei.gov.it;True;7,6471248;45,0210742
TOEE87703L;201617;NORD OVEST;10152;L219;TOIC87700C;I.C. TORINO - REGIO PARCO;I.C. REGIO PARCO-DE AMICIS;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC87700C@istruzione.it;Non Disponibile;VIA MASSERANO 4;TORINO;PIEMONTE;SI;www.icregioparco.gov.it;True;7,6732479;45,0806396
TOEE045047;201617;NORD OVEST;10154;L219;TOEE045003;"D.D. TORINO - ""NOVARO""";NOVARO - ABBA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE045003@istruzione.it;Non Disponibile;PIAZZA ABBA 13;TORINO;PIEMONTE;SI;www.ddnovaro.gov.it;True;7,714374599999999;45,0912387
TOTD06602D;201617;NORD OVEST;10131;L219;TOIS066006;A. GOBETTI MARCHESINI - CASALE - ARDUINO;ARDUINO;NORMALE;TORINO;ISTITUTO TECNICO COMMERCIALE;NO;Non Disponibile;TOIS066006@istruzione.it;Non Disponibile;VIA FIGLIE DEI MILITARI 25;TORINO;PIEMONTE;SI;www.gmca.gov.it;True;7,7096435;45,0643227
TOEE05106L;201617;NORD OVEST;10133;L219;TOEE05100A;"D.D. TORINO - ""PELLICO""";PELLICO - FIOCCARDO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE05100A@istruzione.it;Non Disponibile;CORSO MONCALIERI 400;TORINO;PIEMONTE;SI;WEB.TISCALI.IT/CIRCOLOPELLICO/;True;7,6752353;45,0239966
TOPS04000B;201617;NORD OVEST;10129;L219;TOPS04000B;G. FERRARIS;G. FERRARIS;NORMALE;TORINO;LICEO SCIENTIFICO;SI;Non Disponibile;TOPS04000B@istruzione.it;tops04000b@pec.istruzione.it;C.SO MONTEVECCHIO 67;TORINO;PIEMONTE;SI;http//www.liceogalfer.it;True;7,662574799999999;45,0643711
TOEE045036;201617;NORD OVEST;10154;L219;TOEE045003;"D.D. TORINO - ""NOVARO""";NOVARO - C.LEVI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE045003@istruzione.it;Non Disponibile;VIA MONTEROSA 165;TORINO;PIEMONTE;SI;www.ddnovaro.gov.it;True;7,7009791;45,0998388
TOTF047019;201617;NORD OVEST;10137;L219;TOIS04700R;I.I.S. GALILEI - FERRARI;E. FERRARI;NORMALE;TORINO;ISTITUTO TECNICO INDUSTRIALE;NO;Non Disponibile;TOIS04700R@istruzione.it;Non Disponibile;VIA GAIDANO 126;TORINO;PIEMONTE;SI;www.galileiferrari.it;True;7,6219723;45,04241649999999
TOTF06601P;201617;NORD OVEST;10152;L219;TOIS066006;A. GOBETTI MARCHESINI - CASALE - ARDUINO;L. CASALE;NORMALE;TORINO;ISTITUTO TECNICO INDUSTRIALE;NO;Non Disponibile;TOIS066006@istruzione.it;Non Disponibile;VIA ROVIGO19;TORINO;PIEMONTE;SI;www.gmca.gov.it;True;7,67829;45,08412999999999
TOAA04704N;201617;NORD OVEST;10121;L219;TOEE04700P;"D.D. TORINO - ""PACCHIOTTI""";PACCHIOTTI-C.SO MATTEOTTI;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE04700P@istruzione.it;Non Disponibile;CORSO MATTEOTTI 6 BIS;TORINO;PIEMONTE;SI;WWW.DDPACCHIOTTI.GOV.IT;True;7,677249;45,065714
TOAA8A001V;201617;NORD OVEST;10144;L219;TOIC8A0002;I.C. TORINO - NIGRA;I.C. . NIGRA TORINO - BOVETTI;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOIC8A0002@istruzione.it;Non Disponibile;VIA SAVIGLIANO 7;TORINO;PIEMONTE;SI;www.nigra-to.it;True;7,6709817;45,0826937
TOSL020003;201617;NORD OVEST;10136;L219;TOSL020003;"LICEO ARTISTICO STATALE""R.COTTINI""";"LICEO ARTISTICO STATALE""R.COTTINI""";NORMALE;TORINO;LICEO ARTISTICO;SI;Non Disponibile;TOSL020003@istruzione.it;tosl020003@pec.istruzione.it;VIA CASTELGOMBERTO2O;TORINO;PIEMONTE;SI;www.liceocottini.it;True;7,6320289;45,04186780000001
TOMM8A0013;201617;NORD OVEST;10143;L219;TOIC8A0002;I.C. TORINO - NIGRA;I.C. NIGRA - TORINO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC8A0002@istruzione.it;Non Disponibile;VIA BIANZE' 7;TORINO;PIEMONTE;SI;www.icnigra.it;True;7,6547966;45,0780131
TOAA04702G;201617;NORD OVEST;10122;L219;TOEE04700P;"D.D. TORINO - ""PACCHIOTTI""";PACCHIOTTI -VIA SANTA CHIARA;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE04700P@istruzione.it;Non Disponibile;VIA SANTA CHIARA 12;TORINO;PIEMONTE;SI;WWW.DDPACCHIOTTI.GOV.IT;True;7,681114900000001;45,0753061
TOSL01001D;201617;NORD OVEST;10149;L219;TOSL01000C;LICEO ARTISTICO PRIMO;CASA CIRCONDARIALE LORUSSO-COTUGNO;SPEC. PER CARCERARI;TORINO;LICEO ARTISTICO;NO;Non Disponibile;TOSL01000C@istruzione.it;Non Disponibile;VIA ADELAIDE AGLIETTA 35;TORINO;PIEMONTE;SI;www.primoart.it;True;7,6206494;45,101504
TOAA82001D;201617;NORD OVEST;10135;L219;TOIC82000L;"I.C. TORINO - ""SALVEMINI""";I.C. SALVEMINI - MARIELE VENTRE;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOIC82000L@istruzione.it;Non Disponibile;VIA PLAVA 177/2;TORINO;PIEMONTE;SI;http//www.ic-salvemini-torino.it;True;7,6075392;45,0232509
TOMM8A101V;201617;NORD OVEST;10126;L219;TOIC8A100T;I.C. TORINO - VITT.DA FELTRE;I.C. VITT. DA FELTRE-FERMI - TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC8A100T@istruzione.it;Non Disponibile;PIAZZA GIACOMINI 24;TORINO;PIEMONTE;SI;www.vittorinodafeltre.it;True;7,67009;45,03387
TOEE879016;201617;NORD OVEST;10147;L219;TOIC879004;I.C. TORINO - VIVALDI-MURIALDO;SCUOLA PRIMARIA DON MURIALDO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC879004@istruzione.it;Non Disponibile;VIA CASTELDELFINO 30;TORINO;PIEMONTE;SI;www.vivaldi-murialdo.it;True;7,6725463;45,1010479
TOEE05104E;201617;NORD OVEST;10133;L219;TOEE05100A;"D.D. TORINO - ""PELLICO""";PELLICO - PARATO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE05100A@istruzione.it;Non Disponibile;VIA AQUILEIA 8;TORINO;PIEMONTE;SI;WEB.TISCALI.IT/CIRCOLOPELLICO/;True;7,682525900000001;45,04115410000001
TORI030024;201617;NORD OVEST;10100;L219;TORI030002;G. PLANA;CASA CIRCONDARIALE LO RUSSO E COTUGNO;SPEC. PER CARCERARI;TORINO;IST PROF INDUSTRIA E ARTIGIANATO;NO;Non Disponibile;TORI030002@istruzione.it;Non Disponibile;VIA PIANEZZA 100;TORINO;PIEMONTE;SI;www.ipiaplana.it;True;7,650256799999999;45,0944002
TOAA8A102Q;201617;NORD OVEST;10126;L219;TOIC8A100T;I.C. TORINO - VITT.DA FELTRE;I.C. VITTORINO DA FELTRE - INFA;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOIC8A100T@istruzione.it;Non Disponibile;VIA ALASSIO 22;TORINO;PIEMONTE;SI;www.vittorinodafeltre.it;True;7,669135000000001;45,0393134
TOSL01000C;201617;NORD OVEST;10153;L219;TOSL01000C;LICEO ARTISTICO PRIMO;LICEO ARTISTICO PRIMO;NORMALE;TORINO;LICEO ARTISTICO;SI;Non Disponibile;TOSL01000C@istruzione.it;tosl01000c@pec.istruzione.it;VIA CARCANO 31;TORINO;PIEMONTE;SI;www.primoart.it;True;7,7170509;45,0772142
TOEE05102C;201617;NORD OVEST;10133;L219;TOEE05100A;"D.D. TORINO - ""PELLICO""";PELLICO-BALBIS GARRONE;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE05100A@istruzione.it;Non Disponibile;VIA NUOVA 2;TORINO;PIEMONTE;SI;WEB.TISCALI.IT/CIRCOLOPELLICO/;True;7,687916599999999;45,02970699999999
TOEE06503B;201617;NORD OVEST;10141;L219;TOEE065008;"D.D. TORINO - ""SALGARI""";SALGARI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE065008@istruzione.it;Non Disponibile;VIA LUSSIMPICCOLO 36/A;TORINO;PIEMONTE;SI;http//share.dschola.it/salgari;True;7,6452294;45,0558742
TOEE8BE02V;201617;NORD OVEST;10152;L219;TOIC8BE00Q;I.C. TORINO II;I.C. TORINO II-AURORA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8BE00Q@istruzione.it;Non Disponibile;VIA ANTONIO CECCHI 16;TORINO;PIEMONTE;SI;www.ictorino2.gov.it;True;7,683275600000001;45,08542509999999
TORI04000L;201617;NORD OVEST;10154;L219;TORI04000L;IPSIA DALMAZIO BIRAGO;IPSIA DALMAZIO BIRAGO;NORMALE;TORINO;IST PROF INDUSTRIA E ARTIGIANATO;SI;Non Disponibile;TORI04000L@istruzione.it;tori04000l@pec.istruzione.it;CORSO NOVARA65;TORINO;PIEMONTE;SI;www.ipsiabirago.it;True;7,697218899999999;45,084002
TOEE065019;201617;NORD OVEST;10141;L219;TOEE065008;"D.D. TORINO - ""SALGARI""";SALGARI-VIA BERTA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE065008@istruzione.it;Non Disponibile;VIA BERTA 15;TORINO;PIEMONTE;SI;http//share.dschola.it/salgari;True;7,6534206;45,0588992
TORC052017;201617;NORD OVEST;10121;L219;TOIS052008;I.I.S. P. BOSELLI;PROF. COMM. E SOCIO-SANIT. PAOLO BOSELLI;NORMALE;TORINO;IST PROF PER I SERVIZI COMMERCIALI E TURISTICI;NO;Non Disponibile;TOIS052008@istruzione.it;Non Disponibile;VIA MONTECUCCOLI12;TORINO;PIEMONTE;SI;www.istitutoboselli.it;True;7,670993500000001;45,070437
TORI030002;201617;NORD OVEST;10141;L219;TORI030002;G. PLANA;G. PLANA;NORMALE;TORINO;IST PROF INDUSTRIA E ARTIGIANATO;SI;Non Disponibile;TORI030002@istruzione.it;tori030002@pec.istruzione.it;PIAZZA ROBILANT5;TORINO;PIEMONTE;SI;www.ipiaplana.it;True;7,6454219;45,0610451
TOTD05201E;201617;NORD OVEST;10121;L219;TOIS052008;I.I.S. P. BOSELLI;ISTITUTO TECNICO TURISTICO PAOLO BOSELLI;NORMALE;TORINO;ISTITUTO TECNICO COMMERCIALE;NO;Non Disponibile;TOIS052008@istruzione.it;Non Disponibile;VIA MONTECUCCOLI 12;TORINO;PIEMONTE;SI;www.istitutoboselli.it;True;7,670993500000001;45,070437
TOPS340002;201617;NORD OVEST;10123;L219;TOPS340002;LS P. GOBETTI;LS P. GOBETTI;NORMALE;TORINO;LICEO SCIENTIFICO;SI;Non Disponibile;TOPS340002@istruzione.it;tops340002@pec.istruzione.it;VIA MARIA VITTORIA 39 BIS;TORINO;PIEMONTE;SI;http//www.lsgobettitorino.gov.it;True;7,6919903;45,065312
TOMM8BE01R;201617;NORD OVEST;10152;L219;TOIC8BE00Q;I.C. TORINO II;I.C. TORINO II - MORELLI - TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC8BE00Q@istruzione.it;Non Disponibile;VIA CECCHI 18;TORINO;PIEMONTE;SI;www.ictorino2.gov.it;True;7,6825218;45,0860264
TOEE016058;201617;NORD OVEST;10128;L219;TOEE016003;"D.D. TORINO - ""COPPINO""";COPPINO - RIGNON;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE016003@istruzione.it;Non Disponibile;VIA MASSENA 39;TORINO;PIEMONTE;SI;www.circolodidatticocoppino.it;True;7,6716564;45,0591902
TOAA04101G;201617;NORD OVEST;10137;L219;TOEE04100Q;"D.D. TORINO - ""MAZZINI""";MAZZINI - VIA BALTIMORA;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE04100Q@istruzione.it;Non Disponibile;VIA BALTIMORA 76;TORINO;PIEMONTE;SI;http//www.ddmazzinitorino.gov.it/;True;7,640930300000001;45,04526329999999
TOAA881011;201617;NORD OVEST;10134;L219;TOIC881004;"I.C. TORINO - ""S. PERTINI""";"I.C. ""S.PERTINI"" - LINUS";NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOIC881004@istruzione.it;Non Disponibile;VIA POIRINO9;TORINO;PIEMONTE;SI;WWW.ICPERTINITORINO.IT;True;7,649229999999998;45,03363
TOEE8BE01T;201617;NORD OVEST;10152;L219;TOIC8BE00Q;I.C. TORINO II;I.C. TORINO II -PARINI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8BE00Q@istruzione.it;Non Disponibile;CORSO GIULIO CESARE 26;TORINO;PIEMONTE;SI;www.ictorino2.gov.it;True;7,688000499999999;45,08301789999999
TOEE016047;201617;NORD OVEST;10129;L219;TOEE016003;"D.D. TORINO - ""COPPINO""";COPPINO - FALLETTI DI BAROLO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE016003@istruzione.it;Non Disponibile;VIA CASSINI 98;TORINO;PIEMONTE;SI;www.circolodidatticocoppino.it;True;7,6591871;45,0513249
TOEE06905R;201617;NORD OVEST;10136;L219;TOEE06900G;"D.D. TORINO - ""GOBETTI""";GOBETTI-SCLARANDI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE06900G@istruzione.it;Non Disponibile;VIA BALTIMORA 171;TORINO;PIEMONTE;SI;http//www.scuolagobettitorino.gov.it;True;7,6310655;45,04848639999999
TOEE04705X;201617;NORD OVEST;10121;L219;TOEE04700P;"D.D. TORINO - ""PACCHIOTTI""";PACCHIOTTI - CARDUCCI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE04700P@istruzione.it;Non Disponibile;CORSO MATTEOTTI 6;TORINO;PIEMONTE;SI;WWW.DDPACCHIOTTI.GOV.IT;True;7,677249;45,065714
TOMM878019;201617;NORD OVEST;10147;L219;TOIC878008;I.C. TORINO - UMBERTO SABA;I.C. UMBERTO SABA - TORINO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC878008@istruzione.it;Non Disponibile;VIA LORENZINI 4;TORINO;PIEMONTE;SI;www.icsabatorino.gov;True;7,678067499999999;45,10007410000001
TORH010009;201617;NORD OVEST;10136;L219;TORH010009;RH G. COLOMBATTO;RH G. COLOMBATTO;NORMALE;TORINO;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;SI;Non Disponibile;TORH010009@istruzione.it;torh010009@pec.istruzione.it;VIA GORIZIA 7;TORINO;PIEMONTE;SI;www.ipcolombatto.gov.it;True;7,642672999999998;45,0531382
TOAA87702A;201617;NORD OVEST;10152;L219;TOIC87700C;I.C. TORINO - REGIO PARCO;I.C. REGIO PARCO MARIA TERESA;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOIC87700C@istruzione.it;Non Disponibile;VIA MAMELI 18;TORINO;PIEMONTE;SI;www.icregioparco.gov.it;True;7,683770999999999;45,0790977
TOPS018017;201617;NORD OVEST;10154;L219;TOIS01800R;EINSTEIN;EINSTEIN;NORMALE;TORINO;LICEO SCIENTIFICO;NO;Non Disponibile;TOIS01800R@istruzione.it;Non Disponibile;VIA PACINI28;TORINO;PIEMONTE;SI;www.liceoeinsteintorino.it;True;7,6994071;45,0857013
TOEE04704V;201617;NORD OVEST;10122;L219;TOEE04700P;"D.D. TORINO - ""PACCHIOTTI""";PACCHIOTTI SCLOPIS;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE04700P@istruzione.it;Non Disponibile;VIA DEL CARMINE 27;TORINO;PIEMONTE;SI;WWW.DDPACCHIOTTI.GOV.IT;True;7,671907600000001;45,0769043
TOEE86401C;201617;NORD OVEST;10131;L219;TOIC86400A;"I.C. TORINO - ""SPINELLI""";SC.INTERN.EUROPEA A.SPINELLI-TO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC86400A@istruzione.it;Non Disponibile;VIA SAN SEBASTIANO PO 6;TORINO;PIEMONTE;SI;www.istitutoaltierospinelli.eu;True;7,725989999999999;45,07083
TOPC10000P;201617;NORD OVEST;10126;L219;TOPC10000P;LC V. ALFIERI;LC V. ALFIERI;NORMALE;TORINO;LICEO CLASSICO;SI;Non Disponibile;TOPC10000P@istruzione.it;topc10000p@pec.istruzione.it;CORSO DANTE 80;TORINO;PIEMONTE;SI;www.liceoalfieri.it;True;7,677889899999999;45,0463676
TORC090001;201617;NORD OVEST;10152;L219;TORC090001;ALBE STEINER;ALBE STEINER;NORMALE;TORINO;IST PROF PER I SERVIZI PUBBLICITARI;SI;Non Disponibile;TORC090001@istruzione.it;torc090001@pec.istruzione.it;LUNGO DORA AGRIGENTO 20/A;TORINO;PIEMONTE;SI;www.istitutoalbesteiner.it;True;7,6858397;45,0809608
TOAA065036;201617;NORD OVEST;10141;L219;TOEE065008;"D.D. TORINO - ""SALGARI""";SALGARI - VIA BERTA;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE065008@istruzione.it;Non Disponibile;VIA BERTA 15;TORINO;PIEMONTE;SI;http//share.dschola.it/salgari;True;7,6534206;45,0588992
TOAA877019;201617;NORD OVEST;10152;L219;TOIC87700C;I.C. TORINO - REGIO PARCO;I.C. REGIO PARCO- MARY POPPINS;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOIC87700C@istruzione.it;Non Disponibile;C.SO CIRIE' 3/A;TORINO;PIEMONTE;SI;www.icregioparco.gov.it;True;7,674572;45,084409
TOPM018018;201617;NORD OVEST;10154;L219;TOIS01800R;EINSTEIN;EINSTEIN;NORMALE;TORINO;ISTITUTO MAGISTRALE;NO;Non Disponibile;TOIS01800R@istruzione.it;Non Disponibile;VIA BOLOGNA N. 183;TORINO;PIEMONTE;SI;http//www.liceoeinsteintorino.it;True;7,7100573;45,0896469
TOAA065025;201617;NORD OVEST;10141;L219;TOEE065008;"D.D. TORINO - ""SALGARI""";SALGARI - VIA TOLMINO;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE065008@istruzione.it;Non Disponibile;VIA TOLMINO 30;TORINO;PIEMONTE;SI;http//share.dschola.it/salgari;True;7,644711600000001;45,0577835
TOPS047017;201617;NORD OVEST;10137;L219;TOIS04700R;I.I.S. GALILEI - FERRARI;GALILEI - FERRARI;NORMALE;TORINO;LICEO SCIENTIFICO;NO;Non Disponibile;TOIS04700R@istruzione.it;Non Disponibile;VIA GAIDANO 126;TORINO;PIEMONTE;SI;WWW.galileiferrari.it;True;7,6219723;45,04241649999999
TOEE017032;201617;NORD OVEST;10149;L219;TOEE01700V;"D.D. TORINO - ""COSTA""";COSTA - GOZZANO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE01700V@istruzione.it;Non Disponibile;CORSO TOSCANA 88;TORINO;PIEMONTE;SI;http//ddninocostatorino.gov.it/;True;7,653849999999998;45,09801
TOEE047061;201617;NORD OVEST;10121;L219;TOEE04700P;"D.D. TORINO - ""PACCHIOTTI""";PACCHIOTTI - RICARDI DI NETRO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE04700P@istruzione.it;Non Disponibile;VIA VALFRE' 8;TORINO;PIEMONTE;SI;WWW.DDPACCHIOTTI.GOV.IT;True;7,671148000000001;45,0706961
TOEE01701X;201617;NORD OVEST;10151;L219;TOEE01700V;"D.D. TORINO - ""COSTA""";NINO COSTA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE01700V@istruzione.it;Non Disponibile;VIA AMBROSINI 1;TORINO;PIEMONTE;SI;http//ddninocostatorino.gov.it/;True;7,6431791;45,103697
TORI04702D;201617;NORD OVEST;10126;L219;TOIS04700R;I.I.S. GALILEI - FERRARI;G. GALILEI;NORMALE;TORINO;IST PROF INDUSTRIA E ARTIGIANATO;NO;Non Disponibile;TOIS04700R@istruzione.it;Non Disponibile;VIA LAVAGNA 8;TORINO;PIEMONTE;SI;www.galileiferrari.it;True;7,669299999999999;45,03348
TO1A13400T;201617;NORD OVEST;10132;L219;;;ASILO SUOR TARCISIA PONCHIA;;TORINO;SCUOLA INFANZIA NON STATALE;;;asilo.viamontemagno@libero.it;Non Disponibile;VIA MONTEMAGNO 59;TORINO;PIEMONTE;SI;Non Disponibile;False;7,7170481;45,0670313
TO1A07100X;201617;NORD OVEST;10143;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;V.MEDICI 12;TORINO;PIEMONTE;SI;Non Disponibile;False;7,654488199999999;45,07680879999999
TOPS01500P;201617;NORD OVEST;10124;L219;;;CAIROLI;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;GIELLENA@TIN.IT;Non Disponibile;V.S.TERESA 20;TORINO;PIEMONTE;SI;WWW.liceocairoli.eu;False;7,6799216;45,0695474
TOPL01500D;201617;NORD OVEST;10133;L219;;;ADORAZIONE CADORNA;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA@ADORAZIONE.IT;Non Disponibile;V.LE CURRENO 21;TORINO;PIEMONTE;SI;www.adorazione.it;False;7,6947132;45,0541454
