CODSCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat;ORDINESCUOLA;ALUNNI;nome_citta
RMEE8FR014;201617;CENTRO;00124;H501;RMIC8FR002;FRANCESCO CILEA;SCUOLA PRIMARIA I.C. VIA CILEA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8FR002@istruzione.it;Non Disponibile;VIA CILEA 269;ROMA;LAZIO;SI;WWW.SCUOLACILEA.IT;True;12,3746469;41,7492431;SCUOLA PRIMARIA;786;ROMA
RMEE81002N;201617;CENTRO;00158;H501;RMIC81000E;GIORGIO PERLASCA;ALBERTI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC81000E@istruzione.it;Non Disponibile;P.ZZA F. SACCO 11;ROMA;LAZIO;SI;WWW.IC-PERLASCA.ROMA.IT;True;12,5601164;41,91637060000001;SCUOLA PRIMARIA;78;ROMA
RMMM8B5019;201617;CENTRO;00155;H501;RMIC8B5008;"""VIA F.SANTI 65""";VIALE F.SANTI81;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8B5008@istruzione.it;Non Disponibile;VIALE F.SANTI81 - ROMA;ROMA;LAZIO;SI;WWW.RMICVIASANTI65.GOV.IT;True;12,5682676;41,9132032;SCUOLA SECONDARIA I GRADO;145;ROMA
RMMM8G201V;201617;CENTRO;00166;H501;RMIC8G200T;IC VIA ORMEA;GIUSEPPE VERDI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8G200T@istruzione.it;Non Disponibile;VIA ORMEA 6;ROMA;LAZIO;SI;www.icviaormea.gov.it;True;12,36922;41,91646;SCUOLA SECONDARIA I GRADO;602;ROMA
RMEE806033;201617;CENTRO;00186;H501;RMIC80600V;ISTITUTO COMPRENSIVO VIRGILIO;TRENTO E TRIESTE;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC80600V@istruzione.it;Non Disponibile;VIA DEI GIUBBONARI 41;ROMA;LAZIO;SI;www.icvirglio.it;True;12,4731339;41,89479420000001;SCUOLA PRIMARIA;111;ROMA
RMEE8EG01T;201617;CENTRO;00139;H501;RMIC8EG00Q;IC P.ZZA FILATTIERA;E. CHIOVINI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8EG00Q@istruzione.it;Non Disponibile;VIA G. ZIRARDINI 6;ROMA;LAZIO;SI;www.filattiera84.gov.it;True;12,5227882;41,96232929999999;SCUOLA PRIMARIA;209;ROMA
RMEE83903A;201617;CENTRO;00173;H501;RMIC839006;IC VIA G. MESSINA;E. DE FILIPPO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC839006@istruzione.it;Non Disponibile;VIA M. D. ROSSI 38;ROMA;LAZIO;SI;www.comprensivogmessina.it;True;12,5819916;41,8309111;SCUOLA PRIMARIA;95;ROMA
RMEE8CR029;201617;CENTRO;00132;H501;RMIC8CR006;IC GIUSEPPE IMPASTATO;VIA GASTINELLI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8CR006@istruzione.it;Non Disponibile;VIA GASTRINELLI 58;ROMA;LAZIO;SI;www.icnuovopontedinonarm.gov.it;True;12,651813699999998;41,908075200000006;SCUOLA PRIMARIA;630;ROMA
RMEE85701T;201617;CENTRO;00123;H501;RMIC85700Q;ENZO BIAGI;PLESSO L. ANGELINI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC85700Q@istruzione.it;Non Disponibile;VIA SFORZINI 40;ROMA;LAZIO;SI;www.bacheca-scuola.it/enzobiagi/;True;12,3393989;42,0705182;SCUOLA PRIMARIA;429;ROMA
RMMM8FR013;201617;CENTRO;00124;H501;RMIC8FR002;FRANCESCO CILEA;SC. SEC. I GRADO I.C. VIA CILEA;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8FR002@istruzione.it;Non Disponibile;VIA CILEA 269;ROMA;LAZIO;SI;WWW.SCUOLACILEA.IT;True;12,3746469;41,7492431;SCUOLA SECONDARIA I GRADO;342;ROMA
RMEE8B0017;201617;CENTRO;00144;H501;RMIC8B0005;G. PALLAVICINI;G.PALLAVICINI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8B0005@istruzione.it;Non Disponibile;VIALE DON PASQUINO BORGHI 165;ROMA;LAZIO;SI;WWW.ICPALLAVICINI.IT;True;12,443746699999998;41,8100661;SCUOLA PRIMARIA;531;ROMA
RMMM8E0012;201617;CENTRO;00155;H501;RMIC8E0001;PIAZZA DE CUPIS;SALVO D'ACQUISTO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8E0001@istruzione.it;Non Disponibile;VIA COLLATINA 286;ROMA;LAZIO;SI;WWW.SCUOLADACQUISTO.IT;True;12,591812;41,9041477;SCUOLA SECONDARIA I GRADO;416;ROMA
RMEE806044;201617;CENTRO;00186;H501;RMIC80600V;ISTITUTO COMPRENSIVO VIRGILIO;GRILLI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC80600V@istruzione.it;Non Disponibile;PIAZZA A.GARIBALDI;ROMA;LAZIO;SI;www.icvirgilio.it;True;12,460186;41,8936922;SCUOLA PRIMARIA;84;ROMA
RMEE8GS032;201617;CENTRO;00135;H501;RMIC8GS00T;IC OCTAVIA;MONTE ARSICCIO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8GS00T@istruzione.it;Non Disponibile;VIA CIAMPOLI 21;ROMA;LAZIO;SI;www.icoctavia.gov.it;True;12,413971;41,9574445;SCUOLA PRIMARIA;86;ROMA
RMEE8F3026;201617;CENTRO;00191;H501;RMIC8F3003;I.C. VIA NITTI;F.APORTI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8F3003@istruzione.it;Non Disponibile;VIA A.SERRA 91;ROMA;LAZIO;SI;www.icvianitti.it;True;12,4739382;41,9412934;SCUOLA PRIMARIA;316;ROMA
RMMM8ER01C;201617;CENTRO;00156;H501;RMIC8ER00B;IC VIA N.M. NICOLAI;SMS VIA T. BUAZZELLI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8ER00B@istruzione.it;Non Disponibile;Non Disponibile;ROMA;LAZIO;SI;www.icnmnicolai.gov.it;True;12,5699643;41,93257500000001;SCUOLA SECONDARIA I GRADO;216;ROMA
RMMM839017;201617;CENTRO;00173;H501;RMIC839006;IC VIA G. MESSINA;SCHWEITZER;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC839006@istruzione.it;Non Disponibile;VIA GIUSEPPE MESSINA 31;ROMA;LAZIO;SI;www.comprensivogmessina.it;True;12,5751284;41,8595646;SCUOLA SECONDARIA I GRADO;171;ROMA
RMMM826015;201617;CENTRO;00178;H501;RMIC826004;MILANESI GUIDO;MILANESI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC826004@istruzione.it;Non Disponibile;VIA TROPEA 26;ROMA;LAZIO;SI;istituto.guidomilanesi.it;True;12,55772;41,83247;SCUOLA SECONDARIA I GRADO;395;ROMA
RMMM85801L;201617;CENTRO;00123;H501;RMIC85800G;IC VIA CASSIA 1694;"""BRUNO BUOZZI""";NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC85800G@istruzione.it;Non Disponibile;VIA CASSIA 1694 ROMA;ROMA;LAZIO;SI;www.icviacassia1694roma.gov.it;True;12,3799429;42,00603539999999;SCUOLA SECONDARIA I GRADO;409;ROMA
RMEE8B404N;201617;CENTRO;00139;H501;RMIC8B400C;BRUNO MUNARI;ANGELO MAURI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8B400C@istruzione.it;Non Disponibile;VIA ANGELO MAURI 5;ROMA;LAZIO;SI;www.ospitiweb.indire.it/icbrunomunari/index.htm;True;12,520168;41,9505609;SCUOLA PRIMARIA;549;ROMA
RMMM8CR017;201617;CENTRO;00132;H501;RMIC8CR006;IC GIUSEPPE IMPASTATO;PIAZZA MUGGIA;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8CR006@istruzione.it;Non Disponibile;PIAZZA MUGGIA 3;ROMA;LAZIO;SI;www.icnuovopontedinonarm.gov.it;True;12,653456599999998;41,909286;SCUOLA SECONDARIA I GRADO;417;ROMA
RMEE8D8035;201617;CENTRO;00196;H501;RMIC8D8001;IC VIA P.A. MICHELI;VILLAGGIO OLIMPICO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8D8001@istruzione.it;Non Disponibile;VIA VENEZUELA 33;ROMA;LAZIO;SI;www.istitutocomprensivoviamicheli.it;True;12,4775579;41,93236320000001;SCUOLA PRIMARIA;101;ROMA
RMEE8G2021;201617;CENTRO;00166;H501;RMIC8G200T;IC VIA ORMEA;VIA ORBASSANO 69;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8G200T@istruzione.it;Non Disponibile;VIA ORBASSANO 69;ROMA;LAZIO;SI;www.icviaormea.gov.it;True;12,3860364;41,91652330000001;SCUOLA PRIMARIA;296;ROMA
RMEE8FM011;201617;CENTRO;00122;H501;RMIC8FM00V;IC VIA MAR ROSSO;PRIMARIA I.C. VIA MAR ROSSO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8FM00V@istruzione.it;Non Disponibile;VIA CAPO DELL'ARGENTIERA 80;ROMA;LAZIO;SI;comprensivoviamarrosso.gov.it;True;12,2870373;41,743363;SCUOLA PRIMARIA;332;ROMA
RMEE8B401E;201617;CENTRO;00139;H501;RMIC8B400C;BRUNO MUNARI;C. MASSAIA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8B400C@istruzione.it;Non Disponibile;VIA RINA DE LIGUORO;ROMA;LAZIO;SI;www.icmunari.gov.it;True;12,537415199999998;41,9638782;SCUOLA PRIMARIA;152;ROMA
RMMM8FA01C;201617;CENTRO;00132;H501;RMIC8FA00B;IC VIA CASALE DEL FINOCCHIO;SAVIO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8FA00B@istruzione.it;Non Disponibile;VIA CASALE DEL FINOCCHIO 56;ROMA;LAZIO;SI;www.icviacasaledelfinocchio.gov.it;True;12,6923204;41,8605103;SCUOLA SECONDARIA I GRADO;604;ROMA
RMEE8BL013;201617;CENTRO;00198;H501;RMIC8BL001;ALFIERI LANTE DELLA ROVERE;GRAZIOLI LANTE DELLA ROVERE;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8BL001@istruzione.it;Non Disponibile;VIA TEVERE 22;ROMA;LAZIO;SI;www.alfierilantedellarovere.it;True;12,4963858;41,9134901;SCUOLA PRIMARIA;421;ROMA
RMEE855016;201617;CENTRO;00133;H501;RMIC855004;"""MARCO POLO""";DON MOROSINI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC855004@istruzione.it;Non Disponibile;VIA PATERNO' 20;ROMA;LAZIO;SI;www.istitutocomprensivomarcopolo.gov.it;True;12,6717939;41,8585606;SCUOLA PRIMARIA;122;ROMA
RMEE8FY018;201617;CENTRO;00151;H501;RMIC8FY006;I.C. VIA D'AVARNA;RIO DE JANEIRO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8FY006@istruzione.it;Non Disponibile;VIA F. VALAGUSSA 28;ROMA;LAZIO;SI;www.icdavarna.gov.it;True;12,44524;41,85861;SCUOLA PRIMARIA;360;ROMA
RMEE81401X;201617;CENTRO;00185;H501;RMIC81400T;DANIELE MANIN;DI DONATO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC81400T@istruzione.it;Non Disponibile;VIA BIXIO 85;ROMA;LAZIO;SI;www.danielemanin.com;True;12,5070976;41,8922105;SCUOLA PRIMARIA;445;ROMA
RMEE8B402G;201617;CENTRO;00139;H501;RMIC8B400C;BRUNO MUNARI;WALT DISNEY;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8B400C@istruzione.it;Non Disponibile;VIA PERAZZI 46;ROMA;LAZIO;SI;www.icmunari.gov.it;True;12,5264373;41,9575008;SCUOLA PRIMARIA;294;ROMA
RMMM8EH01L;201617;CENTRO;00137;H501;RMIC8EH00G;IC VIA SAVINIO;SMS VIA CECCO ANGIOLIERI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8EH00G@istruzione.it;Non Disponibile;VIA CECCO ANGIOLIERI 15;ROMA;LAZIO;SI;www.icsavinio.gov.it;True;12,5430779;41,94516470000001;SCUOLA SECONDARIA I GRADO;430;ROMA
RMEE826016;201617;CENTRO;00178;H501;RMIC826004;MILANESI GUIDO;IV MIGLIO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC826004@istruzione.it;Non Disponibile;VIA S.TARCISIO 137;ROMA;LAZIO;SI;istituto.guidomilanesi.it;True;12,5421214;41,8428982;SCUOLA PRIMARIA;316;ROMA
RMMM8FX01B;201617;CENTRO;00163;H501;RMIC8FX00A;I.C. VIA BRAVETTA;VIA LONGHENA;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8FX00A@istruzione.it;Non Disponibile;VIA DI BRAVETTA 336;ROMA;LAZIO;SI;http//icsbravettaroma.wordpress.com;True;12,42666;41,87858;SCUOLA SECONDARIA I GRADO;91;ROMA
RMEE8CQ01C;201617;CENTRO;00132;H501;RMIC8CQ00A;IC VILLAGGIO PRENESTINO;V. CHIZZOLINI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8CQ00A@istruzione.it;Non Disponibile;VIA FOSSO DELL'OSA 507;ROMA;LAZIO;SI;www.istitutovillaggioprenestino.weebly.com;True;12,6813883;41,9086284;SCUOLA PRIMARIA;502;ROMA
RMEE8EB01P;201617;CENTRO;00199;H501;RMIC8EB00L;I.C. SINOPOLI-FERRINI;FERRINI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8EB00L@istruzione.it;Non Disponibile;VIA DI VILLA GHIGI 22;ROMA;LAZIO;SI;www.icsinopoliferrini.gov.it;True;12,5141321;41,9323813;SCUOLA PRIMARIA;655;ROMA
RMEE84501G;201617;CENTRO;00193;H501;RMIC84500D;DANTE ALIGHIERI;UMBERTO PRIMO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC84500D@istruzione.it;Non Disponibile;VIA CASSIODORO 2/A;ROMA;LAZIO;SI;http/www.icdantealighieri.it;True;12,4674976;41,9063374;SCUOLA PRIMARIA;473;ROMA
RMEE8FA01D;201617;CENTRO;00132;H501;RMIC8FA00B;IC VIA CASALE DEL FINOCCHIO;I.C. VIA CASALE DEL FINOCCHIO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8FA00B@istruzione.it;Non Disponibile;VIA CAMPOFIORITO 164;ROMA;LAZIO;SI;WWW.ICVIACASALEDELFINOCCHIO.GOV.IT;True;12,6959788;41,8643984;SCUOLA PRIMARIA;609;ROMA
RMMM84501E;201617;CENTRO;00193;H501;RMIC84500D;DANTE ALIGHIERI;DANTE ALIGHIERI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC84500D@istruzione.it;Non Disponibile;VIA CASSIODORO 2/A;ROMA;LAZIO;SI;http//www.icdantealighieri.it;True;12,4674976;41,9063374;SCUOLA SECONDARIA I GRADO;590;ROMA
RMEE80201N;201617;CENTRO;00121;H501;RMIC80200G;AMENDOLA - GUTTUSO;AMENDOLA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC80200G@istruzione.it;Non Disponibile;VIA DELL'IDROSCALO 82;ROMA;LAZIO;SI;www.icamendolaguttuso.it;True;12,2572;41,73931;SCUOLA PRIMARIA;288;ROMA
RMMM8GR01N;201617;CENTRO;00135;H501;RMIC8GR00L;IC PABLO NERUDA;SMS PABLO NERUDA;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8GR00L@istruzione.it;Non Disponibile;VIA CASAL DEL MARMO 216;ROMA;LAZIO;SI;WWW.ICPABLONERUDA.IT;True;12,399417800000002;41,953582;SCUOLA SECONDARIA I GRADO;550;ROMA
RMMM8EB01N;201617;CENTRO;00199;H501;RMIC8EB00L;I.C. SINOPOLI-FERRINI;S.S. I GRADO SINOPOLI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8EB00L@istruzione.it;Non Disponibile;VIA PIETRO MASCAGNI 172;ROMA;LAZIO;SI;http//icsinopoliferrini.gov.it/;True;12,5192366;41,9364594;SCUOLA SECONDARIA I GRADO;607;ROMA
RMMM84601A;201617;CENTRO;00168;H501;RMIC846009;"""PIO LA TORRE""";V. DI TORREVECCHIA 675;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC846009@istruzione.it;Non Disponibile;V. DI TORREVECCHIA 675;ROMA;LAZIO;SI;http//www.icpiolatorre.gov.it/;True;12,4099922;41,920205900000006;SCUOLA SECONDARIA I GRADO;73;ROMA
RMMM80201L;201617;CENTRO;00121;H501;RMIC80200G;AMENDOLA - GUTTUSO;GUTTUSO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC80200G@istruzione.it;Non Disponibile;VIA MARINO FASAN 58;ROMA;LAZIO;SI;www.icamendolaguttuso.it;True;12,2539057;41,7381846;SCUOLA SECONDARIA I GRADO;49;ROMA
RMEE8CS01D;201617;CENTRO;00132;H501;RMIC8CS00B;IC PONTE DI NONA VECCHIO-LUNGHE;MARTELLI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8CS00B@istruzione.it;Non Disponibile;VIA MEDAIL 31;ROMA;LAZIO;SI;www.icpontedinonavecchiolunghezzaOV.it;True;12,6694069;41,9243323;SCUOLA PRIMARIA;330;ROMA
RMMM8E6011;201617;CENTRO;00169;H501;RMIC8E600X;IC VIA E. MACRO;SMS VIA V. PONTI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8E600X@istruzione.it;Non Disponibile;VIA VITALIANO PONTI 30;ROMA;LAZIO;SI;http//ospitiweb.indire.it/annibaletona/;True;12,5782782;41,86938610000001;SCUOLA SECONDARIA I GRADO;133;ROMA
RMMM8FY017;201617;CENTRO;00151;H501;RMIC8FY006;I.C. VIA D'AVARNA;GIORGIO MORANDI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8FY006@istruzione.it;Non Disponibile;VIA D'AVARNA 9/11;ROMA;LAZIO;SI;www.icdavarna.gov.it;True;12,4422757;41,8568157;SCUOLA SECONDARIA I GRADO;653;ROMA
RMMM8G1013;201617;CENTRO;00166;H501;RMIC8G1002;IC VIA CORNELIA 73;FRANK;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8G1002@istruzione.it;Non Disponibile;VIA CORNELIA 1/3;ROMA;LAZIO;SI;www.icviacornelia73.gov.it;True;12,3992328;41,9103507;SCUOLA SECONDARIA I GRADO;304;ROMA
RMEE8FK019;201617;CENTRO;00121;H501;RMIC8FK007;IC VIA GIULIANO DA SANGALLO;GARRONE-C.SO DUCA DI GENOVA 137;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8FK007@istruzione.it;Non Disponibile;CORSO DUCA DI GENOVA 137;ROMA;LAZIO;SI;www.giulianodasangallo.it;True;12,27257;41,73358;SCUOLA PRIMARIA;556;ROMA
RMEE8GV01B;201617;CENTRO;00167;H501;RMIC8GV009;I.C. VIA S.C.DONATI;S.C. DONATI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8GV009@istruzione.it;Non Disponibile;VIA S.CELESTINA DONATI 110;ROMA;LAZIO;SI;www.icdonati.gov.it;True;12,423032;41,9236841;SCUOLA PRIMARIA;415;ROMA
RMEE8GR04T;201617;CENTRO;00135;H501;RMIC8GR00L;IC PABLO NERUDA;SC. PRIMARIA SELVA CANDIDA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8GR00L@istruzione.it;Non Disponibile;VIA SS. AUDIFACE E ABACUS SNC;ROMA;LAZIO;SI;WWW.ICPABLONERUDA.IT;True;12,4208642;41,949002;SCUOLA PRIMARIA;123;ROMA
RMEE8F203B;201617;CENTRO;00149;H501;RMIC8F2007;IC VIA CUTIGLIANO;CAPPONI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8F2007@istruzione.it;Non Disponibile;VIA S. PANTALEO CAMPANO 41;ROMA;LAZIO;SI;I.C.S VIA CUTIGLIANO.IT;True;12,437931;41,8505276;SCUOLA PRIMARIA;90;ROMA
RMEE8E6034;201617;CENTRO;00169;H501;RMIC8E600X;IC VIA E. MACRO;MARCATI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8E600X@istruzione.it;Non Disponibile;VIA RUGANTINO 88;ROMA;LAZIO;SI;http//ospitiweb.indire.it/annibaletona/;True;12,5795603;41,8645193;SCUOLA PRIMARIA;178;ROMA
RMEE8FU022;201617;CENTRO;00151;H501;RMIC8FU00V;"I.C. ""MARGHERITA HACK""";R. SANZIO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8FU00V@istruzione.it;Non Disponibile;LARGO VALLAURI S.N.C.;ROMA;LAZIO;SI;www.icsmargherita hach.it;True;12,439153999999998;41,8568031;SCUOLA PRIMARIA;418;ROMA
RMEE80702T;201617;CENTRO;00138;H501;RMIC80700P;URUGUAY;STERN MARIA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC80700P@istruzione.it;Non Disponibile;VIA SETTEBAGNI 231;ROMA;LAZIO;SI;www.istitutouruguay.it;True;12,5204774;41,9865091;SCUOLA PRIMARIA;214;ROMA
RMEE8E701T;201617;CENTRO;00133;H501;RMIC8E700Q;IC VIA ACQUARONI;VIA ACQUARONI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8E700Q@istruzione.it;Non Disponibile;VIA ACQUARONI 53;ROMA;LAZIO;SI;www.istitutocomprensivoacquaroni.it;True;12,6436338;41,8664941;SCUOLA PRIMARIA;255;ROMA
RMEE8GR02Q;201617;CENTRO;00135;H501;RMIC8GR00L;IC PABLO NERUDA;VIA CASAL DEL MARMO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8GR00L@istruzione.it;Non Disponibile;VIA CASAL DEL MARMO 212;ROMA;LAZIO;SI;WWW.ICPABLONERUDA.GOV.IT;True;12,4006344;41,95412169999999;SCUOLA PRIMARIA;482;ROMA
RMMM8F001L;201617;CENTRO;00151;H501;RMIC8F000G;I.C. VIA CRIVELLI;"SMS ""A. TOSCANINI""";NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8F000G@istruzione.it;Non Disponibile;VIA A. CRIVELLI 24;ROMA;LAZIO;SI;http//icviacrivelli.gov.it;True;12,44547;41,86801519999999;SCUOLA SECONDARIA I GRADO;468;ROMA
RMEE8F202A;201617;CENTRO;00146;H501;RMIC8F2007;IC VIA CUTIGLIANO;C. GRAZIOSI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8F2007@istruzione.it;Non Disponibile;VIA GREVE 105;ROMA;LAZIO;SI;www.ics via cutigliano.it;True;12,456683;41,8411652;SCUOLA PRIMARIA;194;ROMA
RMEE85102X;201617;CENTRO;00124;H501;RMIC85100R;W. A. MOZART;MOZART-PRIMARIA C. PORZIANO 1;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC85100R@istruzione.it;Non Disponibile;VIALE DI CASTEL PORZIANO 512;ROMA;LAZIO;SI;WWW.SCUOLAMOZART.IT;True;12,3833914;41,7403339;SCUOLA PRIMARIA;103;ROMA
RMEE841029;201617;CENTRO;00126;H501;RMIC841006;I.C.GIOVANNI PAOLO II;VIA CATRANI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC841006@istruzione.it;Non Disponibile;VIA CATRANI 55;ROMA;LAZIO;SI;wwwicgiovannipaoloii.gov.it;True;12,3520259;41,7838031;SCUOLA PRIMARIA;58;ROMA
RMEE8FU011;201617;CENTRO;00151;H501;RMIC8FU00V;"I.C. ""MARGHERITA HACK""";V.H. GIROLAMI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8FU00V@istruzione.it;Non Disponibile;VIA CASIMIRO MANASSEI 60;ROMA;LAZIO;SI;www.icsmargherita hach.it;True;12,44236;41,8662;SCUOLA PRIMARIA;495;ROMA
RM1M11900B;201617;CENTRO;00191;H501;;;SCUOLA MEDIA GESU' E MARIA;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;ist.gesu-maria@mclink.it;Non Disponibile;V.FLAMINIA 631;ROMA;LAZIO;SI;www.scuolagesumaria.it;False;12,4725434;41,945097;SCUOLA SECONDARIA I GRADO;213;ROMA
RM1E21100C;201617;CENTRO;00181;H501;;;SANTA MARIA GORETTI;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA TUSCOLANA 327;ROMA;LAZIO;SI;Non Disponibile;False;12,5291082;41,87503;SCUOLA PRIMARIA;76;ROMA
RM1ERP500L;201617;CENTRO;00119;H501;;;G.ALDOBRANDINI;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA DEL CASTELLO 14;ROMA;LAZIO;SI;Non Disponibile;False;12,3010995;41,76121879999999;SCUOLA PRIMARIA;95;ROMA
RM1E048009;201617;CENTRO;00189;H501;;;SCUOLA ELEM.PARIT. S.GIOVANNA ELISABETTA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;istitutoistruzione@scuolasge.it;Non Disponibile;VIA S.G.ELISABETTA 69;ROMA;LAZIO;SI;www.scuolasge.it;False;12,455118;41,9622721;SCUOLA PRIMARIA;108;ROMA
RM1E128001;201617;CENTRO;00122;H501;;;SANT'ELISABETTA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;suore_francescane@virgilio.it;Non Disponibile;VLE DEI PROMONTORI 53;ROMA;LAZIO;SI;www.scuolasantelisabetta.it;False;12,28677;41,73917;SCUOLA PRIMARIA;132;ROMA
RM1M143008;201617;CENTRO;00123;H501;;;SCUOLA MEDIA S. GABRIELE;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;sgabriele@tin.it;Non Disponibile;VIA CASSIA KM.16;ROMA;LAZIO;SI;Non Disponibile;False;12,3836606;42,0013696;SCUOLA SECONDARIA I GRADO;48;ROMA
